154,422.43,14.86,3.87,75.04,9.86,50.96,708.12
155,303.55,24.07,21.26,47.34,14.58,9.78,1780.53
156,519.27,23.91,21.77,37.63,7.53,15.39,2066.49
157,396.47,19.13,2.82,86.61,17.04,13.48,656.11
158,247.25,40.29,9.04,12.17,16.04,47.70,891.54
159,407.56,46.70,7.24,20.74,10.02,4.47,1284.76
160,93.99,42.38,14.60,7.88,10.54,23.71,1348.60
161,472.85,49.28,29.72,16.60,10.50,45.49,967.71
162,388.40,4.58,11.14,87.27,11.02,19.69,342.94
163,119.06,47.62,3.38,29.33,3.23,44.26,1357.43
164,418.76,6.12,29.51,88.83,11.24,13.48,1847.96
165,202.56,3.06,24.00,33.90,11.74,21.59,1680.67
166,527.49,16.73,27.25,5.21,3.24,48.85,694.89
167,237.78,43.53,11.31,95.10,14.74,36.85,386.33
168,381.94,23.83,5.06,79.07,12.29,40.32,1913.91
169,54.99,39.01,9.37,6.00,9.92,20.78,1824.39
170,544.02,46.02,27.63,76.62,4.62,13.22,670.09
171,439.75,13.31,1.65,10.88,5.40,50.75,2010.50
172,416.95,6.21,12.09,24.58,10.11,11.79,476.58
173,306.52,40.12,8.76,28.34,3.75,2.04,1789.17
174,443.08,18.80,6.27,37.12,9.77,1.80,2079.30
175,400.17,25.44,16.79,12.00,5.78,2.46,1581.06
176,91.72,21.59,13.70,10.89,19.64,47.10,1197.77
177,261.22,32.38,18.39,57.46,5.35,50.11,1025.71
178,145.18,39.41,27.29,73.69,11.48,40.84,1516.74
179,195.42,41.26,20.42,59.72,4.99,22.15,1294.58
180,501.25,42.58,20.91,4.59,15.36,7.71,176.20
181,236.51,35.71,21.76,8.96,17.63,25.45,762.61
182,377.22,24.52,10.24,44.26,10.52,13.99,449.73
183,92.66,30.48,26.12,82.95,19.08,9.66,1778.60
184,155.22,3.20,30.23,7.18,8.54,42.94,1725.23
185,215.78,49.01,7.36,41.91,14.09,25.88,1096.09
186,297.99,6.85,18.13,78.22,8.35,48.80,550.99
187,77.84,8.82,7.72,24.84,2.11,24.70,287.89
188,335.76,6.95,27.02,39.32,1.16,50.19,1029.01
189,291.75,30.75,15.35,53.47,8.00,7.98,722.16
190,323.96,33.49,20.06,98.36,15.66,42.51,1499.24
191,206.59,31.34,29.99,52.69,13.48,29.42,183.31
192,404.41,21.50,2.98,87.10,7.77,2.67,1215.88
193,403.93,15.69,21.67,48.73,13.31,13.18,219.22
194,501.80,14.98,30.98,27.92,6.89,27.49,428.20
195,318.92,23.53,1.86,84.13,5.28,26.53,157.85
196,86.95,11.16,7.93,84.32,14.27,49.74,933.88
197,395.47,6.72,9.39,94.66,1.22,48.03,561.19
198,82.78,20.99,21.10,78.52,9.30,49.14,1720.62
199,143.32,47.66,21.67,80.42,8.58,10.97,1504.86
200,312.84,15.30,1.24,77.56,14.29,29.57,1974.27
201,381.36,23.12,26.89,54.30,1.25,3.10,1221.24
202,253.74,21.07,1.51,34.47,9.28,39.20,1496.49
203,148.10,27.82,2.96,17.36,12.93,18.49,1115.61
204,205.58,9.07,13.42,91.06,20.64,44.94,1396.95
205,257.66,23.08,27.33,82.01,18.78,5.82,525.66
206,197.12,19.06,16.51,97.69,2.63,4.41,934.28
207,256.49,26.23,12.36,32.16,14.15,30.31,187.06
208,410.04,47.45,12.74,2.95,18.58,33.02,1852.29
209,282.28,34.31,24.10,53.84,18.50,17.18,1671.19
210,502.20,50.29,4.80,78.82,11.11,32.77,1875.70
211,229.88,17.49,20.54,2.35,6.07,14.42,455.21
212,219.32,2.97,22.87,8.40,14.23,18.91,2014.25
213,545.99,36.84,13.96,70.12,19.11,16.92,1232.63
214,141.47,6.19,9.74,1.48,20.10,15.33,408.71
215,277.98,5.15,1.97,40.05,9.32,13.92,1073.76
216,378.20,48.13,26.31,23.67,10.05,17.10,714.97
217,490.09,39.85,19.04,86.61,17.41,36.85,1957.56
218,404.01,44.33,23.21,54.07,17.50,20.93,225.80
219,504.18,1.21,26.35,47.13,5.21,47.48,871.26
220,525.59,20.89,10.49,96.92,6.43,10.19,1488.46
221,84.63,10.00,30.27,62.37,5.80,14.35,1305.17
222,358.07,29.53,5.31,3.75,3.61,6.75,1576.01
223,420.12,5.03,17.90,96.40,13.41,22.22,1326.16
224,250.16,19.17,3.58,49.25,10.78,36.84,818.41
225,64.01,22.59,14.14,35.56,6.17,13.91,740.57
226,335.82,36.29,23.80,33.02,4.53,44.52,647.20
227,488.21,22.74,26.32,11.95,4.61,38.71,473.88
228,397.64,6.31,10.88,56.39,11.34,32.17,159.49
229,141.93,21.28,30.83,82.62,15.72,16.89,1437.35
230,160.77,44.17,2.95,37.02,19.83,24.33,1481.97
231,408.34,1.94,6.60,60.62,1.68,21.72,1377.25
232,535.47,16.38,4.58,16.53,12.90,8.22,1767.64
233,377.25,42.14,12.34,53.64,1.82,5.25,1572.52
234,284.03,11.74,14.53,64.29,18.81,36.99,683.39
235,198.09,39.35,7.93,68.64,4.27,23.33,1512.19
236,71.07,39.62,26.92,46.59,18.78,48.67,146.61
237,83.62,8.92,22.56,19.61,3.98,43.76,1982.41
238,305.11,42.07,23.42,97.15,8.40,43.94,549.26
239,169.81,48.99,24.93,14.19,14.17,15.57,2044.89
240,495.28,12.30,5.91,5.56,14.67,11.05,541.90
241,186.96,18.15,4.97,23.33,10.16,34.99,1813.02
242,425.20,30.22,12.33,99.12,12.48,20.23,2089.91
243,441.63,4.04,23.20,95.92,1.02,2.30,1052.03
244,254.58,12.31,6.38,100.39,2.92,25.32,1002.65
245,81.48,41.60,18.16,53.95,2.82,15.41,963.41
246,211.95,31.35,17.99,67.08,6.90,18.27,1098.74
247,419.36,39.58,11.83,23.86,16.07,5.01,915.92
248,430.93,38.55,10.61,60.57,5.69,13.77,1652.67
249,228.54,41.88,11.84,49.42,9.36,47.79,1289.36
250,93.33,38.97,10.85,55.94,1.09,38.45,1658.95
251,195.42,46.52,11.85,67.65,6.44,13.12,2003.87
252,427.09,12.25,9.26,65.14,11.16,3.97,710.28
253,468.59,21.98,9.26,94.02,18.08,12.95,2086.04
254,337.02,9.09,25.28,53.75,7.65,24.75,1251.13
255,214.79,6.09,18.71,53.18,2.84,49.62,785.09
256,454.25,4.00,23.64,87.57,20.41,40.35,1366.86
257,260.14,13.88,19.58,55.34,13.40,18.54,1944.30
258,428.34,30.57,14.70,48.24,13.44,20.20,1392.38
259,487.27,35.16,4.25,36.75,20.95,4.98,839.68
260,200.50,44.85,16.06,72.62,11.84,35.70,1257.68
261,392.79,9.27,7.78,73.07,12.18,38.55,599.83
262,475.64,13.31,1.92,36.36,11.26,6.02,489.56
263,99.18,38.20,15.10,8.85,13.83,40.71,410.58
264,355.83,35.22,18.45,59.05,11.09,15.12,112.94
265,96.26,16.66,18.45,77.66,2.79,39.30,204.58
266,442.85,21.34,30.49,100.89,16.48,3.07,1089.02
267,516.15,23.69,8.20,73.19,19.13,14.27,238.94
268,211.70,18.44,14.53,65.06,6.92,30.30,1937.05
269,294.53,13.30,5.74,94.60,18.88,41.33,1156.13
270,289.83,37.10,26.19,21.44,11.53,12.71,860.15
271,405.00,49.42,24.51,55.87,1.42,22.95,102.57
272,414.48,2.64,10.64,80.49,12.64,33.48,1503.86
273,384.72,29.60,26.43,44.75,20.19,13.76,1403.78
274,312.71,24.25,5.09,80.51,15.93,1.97,1280.12
275,203.59,36.47,7.23,55.13,12.23,40.98,926.61
276,162.39,37.05,6.03,77.01,17.14,3.62,1584.12
277,297.18,13.58,24.93,52.96,5.71,3.96,406.94
278,545.54,13.48,12.51,23.17,5.59,35.40,540.54
279,319.29,31.26,29.65,8.63,6.56,44.14,1453.54
280,364.45,9.84,18.52,11.76,19.99,20.32,1955.78
281,284.20,31.47,12.70,86.30,3.09,41.49,1101.47
282,424.08,47.36,26.29,8.19,2.52,26.85,1099.62
283,118.67,26.48,23.75,78.02,5.78,34.01,846.22
284,120.04,9.99,13.63,54.78,6.92,36.55,554.02
285,291.67,33.82,7.69,76.41,16.22,33.24,452.68
286,397.32,24.89,21.61,34.74,20.72,31.91,1699.61
287,355.01,4.47,20.70,94.49,16.82,4.58,350.57
288,413.25,42.98,28.96,62.02,11.68,1.08,1617.81
289,110.17,38.78,4.56,38.51,2.97,22.01,256.37
290,451.59,30.22,29.41,77.72,10.35,9.27,603.41
291,473.64,29.97,3.77,86.03,10.99,29.54,2030.04
292,272.24,21.10,12.37,9.41,17.02,25.37,1782.83
293,138.45,11.37,15.79,27.21,16.36,15.37,1455.87
294,212.98,43.12,16.95,50.25,2.81,17.08,923.75
295,516.91,32.03,20.83,85.69,12.25,6.45,2030.03
296,96.25,23.63,19.61,11.16,15.55,41.73,112.10
297,475.20,29.91,19.15,90.46,20.22,7.38,942.05
298,472.71,28.78,12.28,14.23,11.95,32.67,700.67
299,69.06,1.32,30.22,86.91,5.12,40.86,683.41
300,405.69,25.36,30.81,43.26,10.75,12.92,1445.04
301,79.80,5.23,20.74,83.23,12.58,46.62,1788.75
302,72.52,24.47,19.70,39.61,17.24,10.10,232.88
303,109.15,7.86,15.58,88.85,14.41,36.65,1162.91
304,120.59,35.94,30.28,70.88,9.51,8.38,465.96
305,327.63,18.99,5.88,31.63,18.13,17.01,789.09
306,203.45,34.21,21.52,16.90,2.75,31.81,1837.99
307,458.41,45.49,6.21,69.65,15.44,20.61,1050.67
308,299.69,25.23,1.08,58.17,2.44,11.64,1974.92
309,84.25,22.76,8.95,18.20,5.26,49.08,1499.45
310,314.37,19.36,17.54,89.57,13.75,1.35,128.18
311,511.33,27.15,9.98,35.53,13.61,28.04,2023.60
312,322.67,10.95,20.19,56.10,3.88,48.88,495.03
313,132.95,47.12,23.47,22.89,13.57,6.60,805.98
314,72.31,9.84,4.44,57.94,7.81,31.49,1144.45
315,149.45,18.93,10.34,82.51,7.80,15.88,813.18
316,412.50,31.98,27.47,85.36,11.87,33.39,943.51
317,418.78,36.33,27.00,21.67,17.00,35.60,357.97
318,529.62,5.89,17.26,9.23,16.15,5.65,1217.02
319,96.60,16.96,26.65,45.28,3.00,48.11,1967.86
320,100.14,39.10,20.63,33.13,17.17,21.58,537.96
321,541.36,44.89,8.53,59.86,2.12,20.81,1672.69
322,481.36,4.76,26.35,30.50,5.60,13.53,100.12
323,307.27,10.39,21.13,86.97,13.94,48.21,1690.82
324,199.10,47.94,14.45,71.01,5.88,25.90,2007.44
325,123.48,44.14,21.08,36.42,19.49,45.72,2007.44
326,322.94,45.41,20.10,45.89,18.90,9.14,151.04
327,166.04,2.35,19.70,51.10,6.09,34.33,1056.86
328,260.23,38.64,12.86,26.31,7.72,21.10,1008.84
329,489.12,19.96,13.24,19.22,4.48,23.61,1322.58
330,180.94,27.71,9.74,67.67,19.47,42.48,1832.97
331,506.73,23.76,27.83,52.75,13.24,6.40,1967.93
332,106.42,3.69,23.28,58.07,19.21,26.52,1038.27
333,515.03,12.77,12.69,41.33,2.84,50.93,1641.10
334,70.49,16.05,1.91,77.48,4.91,43.35,852.70
335,396.11,12.38,13.37,56.93,6.82,5.78,1412.28
336,404.14,45.51,2.03,88.14,8.72,37.36,1986.53
337,100.40,48.38,26.09,4.31,3.17,21.11,984.85
338,157.97,9.65,7.19,21.32,20.79,29.42,601.05
339,117.58,27.82,16.94,81.67,13.82,35.47,820.79
340,485.56,38.74,14.50,80.26,4.22,27.71,1529.65
341,109.06,10.64,23.35,92.75,5.94,42.24,1704.28
342,145.38,48.03,5.35,100.48,1.58,30.57,838.59
343,270.25,12.44,24.98,29.69,3.18,41.30,1184.89
344,270.11,45.54,27.86,43.45,17.55,18.92,206.62
345,226.45,32.27,12.42,45.92,5.64,32.16,815.62
346,148.74,3.65,17.79,61.36,4.92,47.03,694.50
347,473.45,5.31,22.20,1.79,17.41,25.94,1850.22
348,381.19,31.60,20.01,23.46,13.88,1.46,286.33
349,200.26,18.15,1.89,95.61,7.49,25.09,168.68
350,177.95,18.26,21.34,86.77,12.78,7.91,784.71
351,56.83,32.01,6.94,42.19,9.51,40.65,173.47
352,487.71,7.56,18.03,62.34,11.74,30.78,1658.56
353,425.90,44.30,29.66,52.97,18.92,50.79,1087.75
354,357.49,37.84,29.99,44.86,13.11,11.55,1690.25
355,183.53,49.20,26.27,50.47,1.61,44.92,1285.36
356,386.66,36.05,20.45,56.99,18.19,13.04,1361.01
357,330.77,31.76,27.10,39.52,18.30,2.27,1460.84
358,288.52,46.74,16.71,45.86,14.47,50.34,1434.91
359,403.28,11.69,9.85,42.44,3.26,17.79,1277.73
360,222.76,14.23,12.65,17.03,17.58,36.19,1310.04
361,509.36,23.72,2.15,82.52,16.39,38.30,691.58
362,451.76,25.63,21.75,4.98,16.24,20.11,1779.41
363,278.00,48.88,6.88,25.11,4.77,12.15,778.22
364,271.76,40.59,17.35,19.83,9.95,9.58,1882.11
365,110.42,29.57,18.79,65.83,4.56,46.58,1398.82
366,66.75,23.03,23.78,83.16,19.53,39.44,756.14
367,263.19,9.46,11.63,9.68,8.39,12.82,1734.99
368,159.82,29.90,26.52,46.88,18.14,25.90,1694.14
369,52.85,9.84,11.44,53.85,3.15,32.41,363.09
370,480.12,46.07,28.87,99.12,1.98,38.56,906.33
371,78.27,44.99,15.51,77.29,3.58,41.21,1537.22
372,154.34,3.51,22.74,97.62,19.10,36.94,467.64
373,337.43,40.04,19.27,51.50,19.34,20.32,1391.67
374,393.45,35.18,29.77,8.98,9.88,21.11,1484.58
375,270.52,22.44,26.64,1.68,11.19,50.21,1958.11
376,509.96,9.41,5.74,4.13,4.55,3.99,1999.02
377,215.14,26.29,30.69,40.58,1.79,38.68,922.34
378,502.10,45.00,2.82,37.91,7.72,36.73,987.21
379,514.95,40.30,25.07,72.13,20.60,13.41,1528.30
380,286.07,36.56,19.62,89.94,19.61,26.28,462.94
381,305.83,16.83,30.77,5.10,13.54,9.57,1631.13
382,345.61,21.88,20.55,99.79,6.06,12.07,976.87
383,443.88,4.35,18.67,33.20,9.14,41.48,685.22
384,531.05,30.91,14.13,11.57,17.21,43.48,922.28
385,435.35,3.58,16.05,83.81,5.73,33.10,1456.87
386,383.79,14.89,8.12,8.52,1.59,18.51,1073.15
387,319.67,46.40,19.78,94.94,7.44,5.12,1053.16
388,121.53,16.82,15.28,38.41,8.72,4.56,119.50
389,349.74,17.83,19.02,60.58,11.74,44.86,1981.14
390,52.78,35.22,1.98,49.56,9.75,42.38,865.58
391,141.82,12.01,22.74,9.14,8.78,36.52,1400.56
392,55.84,12.37,6.57,50.66,5.29,20.92,1918.44
393,178.75,2.01,7.82,15.58,1.52,49.38,713.25
394,188.67,40.90,9.39,43.59,8.14,23.57,2091.90
395,175.14,31.21,17.00,77.75,17.50,20.31,620.29
396,172.09,39.65,28.74,49.28,6.59,2.48,2075.77
397,539.43,45.32,26.47,93.39,16.79,33.77,1638.20
398,309.39,22.49,30.39,5.83,1.86,39.15,1473.92
399,363.53,44.73,28.15,17.49,16.49,17.30,1400.54
400,535.71,46.40,26.38,68.36,20.52,10.70,1856.30
401,463.43,8.97,16.63,1.82,8.76,25.01,228.50
402,235.51,3.16,17.81,67.56,1.85,30.75,1015.48
403,178.66,18.43,14.23,60.32,8.88,1.71,2037.01
404,56.38,49.76,11.31,3.08,17.69,41.05,1833.79
405,463.42,32.26,2.49,78.93,3.83,2.46,694.31
406,316.21,18.68,27.76,46.64,14.33,43.70,1804.28
407,249.41,18.25,8.91,67.63,5.66,3.89,1397.31
408,468.55,46.48,6.34,29.91,16.97,46.93,700.71
409,64.40,30.42,7.73,13.20,12.99,21.95,215.15
410,460.62,48.59,11.22,2.32,17.10,39.60,141.37
411,517.88,36.14,10.09,60.47,10.09,7.62,1115.51
412,174.53,7.96,6.27,51.36,8.60,1.81,1277.53
413,471.23,25.00,26.43,27.65,4.50,5.88,228.58
414,323.11,44.60,25.16,45.64,8.70,37.93,1970.24
415,251.49,21.44,10.59,32.46,12.11,43.48,1918.34
416,431.77,50.28,3.35,30.48,8.75,5.16,467.33
417,236.09,31.69,29.93,19.36,11.39,43.72,1041.29
418,518.79,49.94,22.77,38.87,3.21,17.24,643.62
419,403.33,25.21,30.02,41.81,6.76,31.39,1602.15
420,103.20,37.59,10.44,61.35,3.43,23.18,360.83
421,303.54,50.55,21.93,82.82,10.40,46.01,1020.56
422,235.11,45.44,26.20,98.75,2.39,23.50,1056.76
423,51.22,34.69,19.11,2.22,5.60,24.30,1400.75
424,504.32,46.84,22.87,54.80,6.16,1.20,1931.01
425,305.46,7.10,20.70,34.69,15.97,11.43,1229.41
426,70.00,38.38,1.83,20.27,11.82,20.16,1251.92
427,379.21,28.39,9.81,94.49,1.23,1.12,749.83
428,537.47,11.76,26.82,38.16,14.53,37.18,1967.19
429,344.79,43.00,20.61,100.39,6.90,38.32,458.24
430,315.61,5.29,28.58,3.61,5.95,13.52,555.67
431,533.01,21.88,17.62,1.56,19.92,11.42,182.48
432,244.34,19.28,19.80,40.92,17.19,16.97,1320.54
433,85.35,6.00,30.39,66.67,11.87,49.70,1383.53
434,425.10,49.38,2.94,27.98,2.29,39.03,1024.94
435,534.22,40.11,19.56,25.79,10.35,28.88,252.73
436,357.30,26.19,29.63,89.50,8.95,9.21,489.61
437,91.23,36.99,24.45,50.24,12.32,37.98,1318.30
438,192.84,1.97,21.81,60.86,2.46,10.55,733.38
439,490.67,47.79,30.68,37.65,10.56,5.66,1473.06
440,83.74,40.78,24.81,48.96,5.72,47.32,2096.28
441,287.53,22.74,28.69,63.22,7.06,17.38,1477.52
442,407.94,7.26,11.50,83.51,12.00,6.65,1953.12
443,233.24,34.68,7.89,80.55,2.37,6.60,1893.29
444,283.85,48.84,25.25,9.25,17.06,28.92,139.64
445,537.17,14.25,19.70,28.84,16.12,38.09,1750.34
446,158.27,21.54,20.25,46.92,20.39,47.11,1476.16
447,247.62,40.16,24.20,74.91,20.58,36.92,1671.11
448,128.66,37.89,20.48,25.11,3.82,11.69,290.72
449,311.64,15.01,2.60,27.83,4.21,25.98,1294.26
450,129.18,10.36,26.12,97.00,19.79,16.34,153.50
451,527.45,8.15,7.82,54.89,8.37,25.18,1395.74
452,386.25,4.23,9.64,5.31,13.25,8.42,690.63
453,205.81,20.43,15.02,52.55,4.82,17.27,1424.84
454,375.96,45.86,13.72,12.40,15.68,39.75,727.79
455,281.12,8.68,3.98,68.62,1.13,8.69,378.17
456,291.88,17.20,20.94,7.42,4.35,27.11,1712.03
457,295.50,18.07,10.91,4.27,18.39,23.47,281.40
458,217.72,34.66,18.31,97.20,17.49,26.39,1719.58
