290,40,38.17,84
291,42,94.48,335
293,40,38.48,181
295,34,59.96,1
296,28,28.04,401
296,43,37.01,59
298,37,66.49,339
300,35,57.60,383
300,48,32.93,3
301,29,83.98,181
302,7,23.63,355
306,18,61.53,375
307,11,57.93,407
308,49,10.22,134
309,17,64.72,26
310,49,93.54,476
311,24,100.25,28
312,11,1.64,335
312,28,17.56,488
313,25,97.72,179
315,3,26.99,418
315,5,87.73,196
315,25,66.65,154
316,48,76.59,304
322,20,17.79,497
323,11,79.33,266
323,45,46.77,288
325,24,38.45,10
325,40,60.58,70
325,42,83.84,130
326,47,72.33,265
327,10,63.37,415
327,46,6.94,167
330,10,6.16,386
334,22,71.42,116
334,43,39.06,394
337,9,73.42,223
337,31,79.15,423
337,46,8.85,458
339,7,15.46,206
340,9,81.16,347
342,6,77.10,327
342,24,68.05,383
342,50,73.42,428
347,37,54.18,431
349,3,87.44,35
349,44,85.94,243
349,45,20.60,157
352,39,88.07,182
354,9,35.26,282
354,17,89.82,165
354,29,6.47,344
357,4,48.29,335
359,23,3.29,471
360,43,63.48,39
361,14,41.52,419
362,44,95.14,443
363,1,93.20,238
364,38,13.56,402
366,6,91.03,230
367,29,100.87,235
368,44,65.73,354
370,4,64.95,108
370,25,49.94,392
371,38,92.14,412
372,15,89.55,180
375,44,31.55,418
378,35,19.59,300
380,3,58.94,128
383,22,87.09,471
383,27,6.20,165
383,34,6.56,38
383,39,92.48,310
384,8,63.42,448
384,22,90.45,278
385,18,53.24,327
385,23,18.00,389
385,44,61.47,466
387,41,77.98,461
388,38,41.06,274
389,5,1.10,69
389,18,81.88,286
389,48,52.89,427
390,37,70.16,223
390,46,26.05,57
392,27,1.49,381
394,41,25.83,484
395,30,42.96,422
397,11,82.28,133
397,16,75.39,490
398,3,37.44,386
398,12,90.95,482
398,33,37.31,321
399,16,35.07,101
399,47,64.44,429
403,23,25.44,167
404,50,23.45,80
408,5,85.61,279
408,35,85.32,74
408,45,5.03,160
409,8,70.26,381
409,50,55.31,363
412,46,7.27,185
413,2,74.18,361
414,4,42.12,302
414,19,96.17,253
416,19,52.11,260
416,42,69.43,495
420,33,61.08,199
423,47,12.50,466
425,15,88.79,143
427,8,12.68,210
428,39,51.85,72
431,49,71.78,40
432,41,77.06,86
433,17,69.59,468
435,27,91.95,341
435,39,14.14,273
436,7,27.60,345
436,20,45.24,302
436,27,57.58,226
436,29,97.66,410
438,2,57.64,94
438,16,22.51,193
438,17,53.54,232
438,49,54.41,249
440,31,96.00,15
440,39,58.66,190
440,41,16.91,61
442,22,52.58,129
442,32,6.47,344
443,36,2.81,313
445,31,32.60,469
445,38,10.44,110
449,45,79.54,432
449,49,13.92,101
451,40,63.73,53
453,6,99.99,499
453,13,84.69,418
454,27,31.93,140
455,46,53.55,471
456,10,53.97,376
457,19,89.21,442
457,36,44.30,418
458,23,93.92,355
458,36,34.53,134
460,29,1.84,219
460,38,15.12,361
460,39,98.18,84
461,44,20.07,353
462,16,95.87,451
462,41,1.22,256
462,42,44.31,375
464,25,18.22,201
466,12,89.30,412
466,33,17.43,36
467,36,16.57,109
468,9,30.59,285
468,41,14.44,148
472,13,39.77,220
473,33,1.03,222
473,43,58.85,128
474,37,4.23,423
476,10,84.50,491
476,42,23.72,394
476,48,85.71,404
478,30,64.60,317
479,33,66.10,471
480,47,66.70,336
481,33,77.62,440
483,19,59.96,95
483,46,80.26,88
484,11,86.84,315
484,19,46.68,52
484,32,33.26,140
484,37,70.08,37
486,3,52.68,486
486,13,10.24,40
486,14,69.61,30
487,22,45.49,159
489,14,45.39,21
489,19,90.28,96
491,14,33.79,390
491,16,69.61,79
492,5,80.86,270
492,39,21.98,277
494,4,15.70,258
497,21,63.00,404
499,18,6.47,55
499,21,52.42,182
499,37,97.75,81
503,43,76.32,367
503,49,72.10,69
505,4,10.19,116
505,10,40.63,441
506,30,47.86,178
506,33,6.44,91
506,44,35.14,253
510,19,70.45,141
510,41,68.81,106
512,7,75.19,442
512,24,89.58,275
513,4,89.68,258
513,13,13.66,64
515,1,84.44,498
516,13,30.17,218
516,37,88.17,375
516,46,97.53,181
517,8,38.12,197
517,12,14.06,96
518,1,22.05,108
518,16,37.96,274
518,27,63.71,59
519,40,97.74,239
522,18,17.99,265
524,10,57.82,184
525,22,46.44,251
525,48,52.14,470
526,33,87.74,287
530,32,54.55,379
531,35,43.10,247
532,30,92.67,87
533,9,41.19,484
533,26,34.99,242
534,46,58.61,448
535,50,78.95,326
537,27,26.52,283
540,34,14.88,204
540,42,18.86,362
541,16,30.05,75
541,39,37.34,328
541,44,57.56,482
542,6,47.07,443
542,18,54.46,317
544,9,23.51,110
544,42,13.56,120
547,4,38.38,471
547,21,54.93,494
548,8,69.13,326
548,49,93.38,259
549,14,92.78,142
550,26,2.83,278
550,32,16.11,266
552,10,27.08,327
552,44,70.19,81
555,6,15.78,60
555,35,95.78,4
555,45,33.21,350
556,45,28.08,117
557,26,57.99,84
557,50,65.27,400
558,8,89.31,209
560,4,43.06,404
561,19,29.75,25
561,45,42.74,122
562,16,96.83,238
562,35,86.05,309
563,15,42.52,97
564,46,101.00,314
565,3,31.90,5
565,21,64.28,275
565,35,2.66,241
569,34,24.23,342
572,5,71.61,16
573,35,21.21,312
575,45,66.86,378
575,46,74.49,399
576,17,28.85,439
577,3,13.86,240
577,33,72.54,148
577,47,24.93,40
580,45,1.09,370
580,46,69.17,317
581,15,64.25,356
581,38,31.95,132
581,42,45.96,461
582,26,58.36,167
590,21,17.58,474
590,50,12.35,285
592,7,90.64,98
592,24,96.99,143
592,43,9.09,454
592,49,24.91,400
593,49,48.90,309
596,36,73.20,273
598,36,77.39,78
598,43,90.98,360
599,7,75.77,221
601,5,8.83,206
601,44,52.87,264
604,5,74.73,445
605,2,88.85,343
605,32,3.58,296
607,15,21.98,311
607,23,15.50,168
608,4,5.94,353
608,17,39.14,303
608,29,34.63,173
609,3,18.98,30
609,19,4.42,0
611,14,97.40,397
612,20,17.70,233
612,35,4.71,38
613,17,92.31,269
613,41,40.61,4
618,17,42.74,24
618,18,82.80,46
618,41,31.69,357
619,30,2.92,194
619,43,13.36,63
622,49,74.01,231
625,3,87.63,343
626,39,58.93,368
626,48,63.48,229
627,20,14.84,45
628,18,34.30,82
628,30,24.47,407
629,12,77.90,383
630,15,19.46,112
632,10,69.57,102
632,29,2.93,360
634,32,68.90,216
634,48,71.56,196
636,9,57.90,441
638,29,64.38,276
638,41,51.90,119
638,45,29.57,446
639,26,12.50,401
640,20,82.32,150
640,26,100.81,493
641,37,59.78,99
642,5,36.58,75
643,17,54.85,61
643,43,88.45,276
646,36,53.61,101
646,50,43.60,294
647,11,71.01,193
648,31,96.69,120
648,35,42.24,157
649,34,41.42,79
652,20,4.20,104
652,37,84.47,56
652,50,1.56,252
655,44,65.30,166
656,48,87.61,271
658,3,24.10,455
658,15,50.84,202
659,21,83.64,150
659,49,100.15,39
660,9,76.78,33
662,27,57.27,316
665,14,69.99,313
668,22,83.22,237
669,3,3.13,65
669,34,62.56,107
674,44,4.37,212
676,13,74.54,24
676,42,88.68,206
676,45,3.88,414
678,2,45.83,438
679,37,54.29,439
680,19,91.68,141
680,21,67.81,71
681,25,84.93,460
681,35,1.59,21
682,18,77.16,482
682,43,9.79,310
686,6,5.62,496
688,9,99.47,89
688,11,78.63,384
688,24,1.09,141
690,3,20.81,108
690,7,93.14,117
690,21,18.32,15
690,48,4.49,44
692,9,56.16,289
692,24,19.26,164
693,44,8.22,298
695,20,92.13,199
695,26,94.61,193
695,43,50.48,390
696,6,61.16,422
696,23,67.32,109
697,24,32.79,250
697,31,56.39,348
698,50,57.27,401
699,6,34.75,206
700,5,83.71,255
701,6,11.68,320
701,35,93.05,276
701,49,99.79,105
702,14,5.25,5
703,49,53.54,88
704,30,1.17,368
704,43,17.31,448
707,9,67.85,423
707,10,55.22,37
707,13,40.20,220
709,14,50.27,3
709,39,55.58,373
710,50,72.83,63
711,35,10.91,416
711,41,95.99,375
712,29,61.34,476
713,16,35.39,278
713,27,7.65,345
714,45,51.66,492
716,6,96.62,49
716,47,15.81,276
718,46,89.74,280
720,19,86.65,486
723,20,41.01,151
724,6,96.77,391
724,7,75.18,426
724,50,25.02,68
725,9,48.15,458
727,37,11.35,104
729,27,63.28,484
729,50,42.67,356
730,22,21.09,421
731,13,48.03,344
731,46,36.96,464
731,48,44.54,271
736,4,61.14,427
737,3,86.05,224
737,46,93.13,205
738,2,64.25,189
738,8,42.85,309
738,34,38.98,31
739,46,81.91,238
741,44,51.62,232
744,40,57.53,197
746,15,72.54,331
746,16,38.20,89
746,31,56.97,140
747,10,30.82,464
747,17,30.86,76
750,48,54.78,485
751,7,90.56,42
753,22,6.46,499
754,31,72.35,29
755,32,19.47,40
757,45,33.93,449
758,33,43.79,236
758,39,68.88,375
759,42,79.46,305
760,19,25.34,311
761,9,18.92,374
761,35,64.93,362
762,30,17.87,140
764,11,83.96,394
764,44,4.49,266
764,48,7.67,158
765,18,78.77,395
769,18,7.79,250
769,47,6.66,160
771,35,28.11,131
772,8,44.45,140
772,12,100.41,189
774,5,28.13,192
779,8,10.47,201
784,13,4.97,391
785,27,99.37,128
785,38,60.33,224
786,35,53.95,283
787,41,61.70,58
788,13,35.09,349
789,11,73.63,183
789,46,16.65,448
790,19,26.15,17
790,50,89.55,464
792,23,34.44,426
795,23,66.85,3
795,30,95.99,275
796,1,18.63,310
797,3,70.54,172
797,28,21.84,282
797,43,43.01,124
797,49,25.80,450
798,4,31.69,114
800,13,70.99,124
800,37,100.54,25
801,36,5.14,56
802,17,31.51,269
802,30,80.27,418
803,17,95.46,446
803,20,11.01,278
804,17,25.15,309
804,29,25.01,378
804,50,39.80,121
805,7,24.64,190
807,15,3.34,163
807,25,77.68,80
807,39,54.28,96
808,21,100.06,425
809,14,47.00,346
811,2,87.41,270
811,28,62.08,253
811,36,67.11,448
812,24,73.64,428
812,44,13.57,447
813,13,60.70,238
814,40,62.65,8
815,40,35.57,275
816,13,93.62,316
817,20,85.67,181
817,45,78.97,158
819,9,95.02,393
819,44,8.70,266
821,19,53.22,381
821,27,65.61,40
822,3,54.42,133
822,23,38.83,153
824,6,62.36,325
825,23,78.86,299
825,46,5.23,124
828,21,51.42,123
829,15,80.01,419
829,50,63.33,258
830,39,93.64,266
831,2,75.69,230
832,46,76.95,423
834,26,37.63,139
835,19,71.23,23
835,47,55.14,73
836,20,48.63,472
837,5,78.18,374
837,13,84.13,84
837,31,79.02,454
837,47,3.55,92
839,24,26.91,460
840,11,47.16,285
840,17,5.29,477
841,8,67.33,52
841,26,78.75,432
842,23,99.81,194
843,21,49.58,212
846,2,16.38,284
848,39,99.95,310
849,42,56.70,113
850,19,74.51,451
851,41,68.03,99
852,26,99.01,169
852,46,9.86,45
852,50,59.35,457
853,31,79.01,410
853,49,88.86,131
854,30,59.50,136
857,19,87.95,34
857,30,79.07,89
857,43,16.23,168
858,30,13.22,99
860,22,9.82,31
862,23,49.24,449
863,20,76.46,421
868,18,34.52,223
871,12,28.81,436
871,24,54.39,328
872,32,97.41,337
873,26,5.68,359
874,31,52.39,127
874,42,48.31,201
875,33,82.44,355
876,5,29.27,459
878,10,55.90,321
880,31,95.06,86
880,39,26.54,93
882,17,36.82,491
882,30,9.43,336
883,26,33.10,326
883,27,50.33,26
884,22,52.61,14
886,31,9.27,491
887,16,94.33,188
888,10,48.86,233
888,34,3.92,168
890,23,85.50,304
891,42,91.24,396
894,18,94.99,197
896,5,30.87,477
897,15,67.99,373
897,37,82.40,153
898,45,55.98,227
900,19,43.10,177
901,35,98.23,337
902,40,98.91,449
903,15,77.38,298
905,38,60.03,130
906,7,13.83,307
906,44,73.77,84
907,10,30.52,374
911,12,96.81,408
911,30,38.13,248
912,24,53.60,449
913,27,33.28,361
913,35,18.55,6
913,44,55.97,17
914,24,80.43,171
914,48,49.81,110
915,16,88.70,163
915,29,83.44,242
916,29,65.85,255
917,6,56.03,189
917,42,23.85,267
918,3,84.36,206
918,20,81.57,43
919,21,26.81,177
920,39,1.21,381
920,49,58.07,462
921,3,76.20,424
921,4,38.61,76
921,45,25.01,33
924,45,34.07,478
925,35,3.65,178
926,37,58.73,42
929,27,96.87,398
931,13,57.19,420
931,14,24.79,141
931,23,97.09,62
931,27,85.77,288
932,5,67.06,288
932,13,4.01,478
932,19,1.42,210
933,18,10.43,351
933,34,43.46,212
934,5,44.02,477
935,4,65.54,183
935,15,30.22,227
936,19,12.89,288
937,37,97.99,367
938,29,81.49,17
939,18,21.78,305
939,30,62.54,330
939,32,22.97,245
940,15,99.70,57
940,23,93.52,113
942,11,54.49,201
946,13,89.54,8
947,16,12.97,432
948,27,67.91,125
948,50,83.53,320
950,4,42.26,398
950,11,53.66,82
950,15,30.66,254
951,10,5.37,242
951,13,12.00,496
952,33,45.47,429
954,39,32.35,273
955,34,23.84,353
955,35,70.63,329
956,2,49.12,64
958,13,86.20,407
959,28,93.09,96
963,43,12.34,481
963,48,64.23,103
964,33,42.29,278
965,4,84.24,461
965,16,39.47,320
965,39,76.37,327
966,26,20.06,111
970,8,63.20,240
970,50,58.98,281
973,10,62.75,152
973,48,78.22,310
974,44,15.26,89
978,6,42.37,499
978,40,98.78,103
979,37,83.00,293
979,39,30.16,493
983,40,77.73,233
984,48,7.93,352
987,8,54.13,440
987,42,33.73,451
987,44,98.96,275
988,27,98.26,57
990,19,66.69,250
992,12,69.38,202
992,31,45.49,132
993,14,49.81,302
994,45,4.84,101
995,15,9.40,116
995,31,36.66,283
996,22,3.18,226
998,2,41.46,83
999,14,23.14,407
999,19,29.31,469
1001,12,68.58,240
1002,21,52.96,317
1010,9,95.16,25
1011,33,5.55,263
1012,8,75.01,365
1012,13,29.73,110
1013,43,4.59,251
1018,30,79.63,313
1020,3,82.93,39
1020,14,18.33,41
1020,40,13.47,346
1021,26,89.80,217
1021,40,21.77,316
1022,9,51.89,158
1022,29,44.67,336
1022,46,64.93,444
1023,4,84.27,63
1024,2,21.26,387
1024,27,97.92,252
1029,3,60.19,184
1029,5,70.52,242
1030,12,67.60,497
1030,24,10.76,132
1030,37,65.27,13
1030,38,54.74,438
1033,41,82.07,79
1035,11,54.75,95
1036,15,47.94,124
1036,19,18.64,244
1037,25,66.38,457
1037,37,18.10,25
1037,39,91.75,343
1038,38,65.78,357
1039,12,71.61,241
1039,14,56.03,89
1040,25,13.83,449
1040,44,7.62,230
1041,43,17.04,438
1041,50,70.25,374
1042,28,53.86,424
1042,32,24.66,37
1044,1,52.32,439
1046,17,3.46,411
1046,21,64.51,230
1048,3,31.58,342
1051,21,53.44,75
1053,22,82.05,286
1053,43,91.01,248
1053,46,9.62,72
1055,27,55.60,368
1055,33,27.27,236
1057,8,76.23,114
1058,41,14.45,13
1059,25,27.67,332
1060,5,8.65,217
1062,27,80.07,23
1063,15,83.75,353
1063,32,81.68,424
1063,37,54.13,31
1065,8,32.79,345
1068,36,93.31,352
1068,39,41.18,131
1068,41,12.61,164
1068,48,89.86,388
1069,44,41.98,193
1071,19,95.67,449
1072,7,47.15,303
1076,38,41.21,378
1077,2,68.37,161
1077,48,94.14,65
1078,19,21.77,460
1078,33,67.66,495
1082,1,69.76,460
1083,37,25.60,435
1084,29,78.94,154
1085,12,94.52,478
1088,21,63.16,454
1088,33,50.85,135
1089,9,93.48,158
1091,26,23.85,373
1092,48,99.34,78
1094,22,17.38,84
1094,32,44.36,41
1094,42,20.61,354
1094,44,99.55,101
1095,34,44.23,205
1095,37,58.39,82
1096,42,53.62,21
1097,11,8.64,76
1097,48,24.40,345
1100,34,85.52,433
1100,43,72.57,121
1101,42,64.24,258
1102,8,26.71,254
1104,20,38.56,341
1105,34,69.42,165
1110,25,31.19,39
1110,43,39.85,415
1111,31,20.15,115
1114,49,80.59,170
1115,43,20.82,328
1118,11,51.00,443
1119,19,52.86,195
1119,44,2.21,389
1120,4,52.49,354
1120,45,83.39,369
1122,34,2.42,450
1123,12,87.74,357
1124,14,34.03,69
1125,40,30.21,259
1128,1,38.43,428
1128,21,24.66,359
1128,27,91.09,456
1131,16,82.10,28
1131,28,60.62,373
1131,50,51.88,342
1132,41,20.24,71
1135,48,99.11,389
1136,3,20.83,151
1136,20,13.82,391
1137,39,69.25,330
1138,16,41.20,21
1141,17,52.25,171
1142,3,14.45,131
1142,16,10.31,301
1143,42,8.30,257
1144,41,38.15,380
1145,35,87.19,394
1147,1,67.93,152
1147,28,100.43,29
1147,31,51.41,148
1148,39,61.49,33
1148,43,81.02,450
1148,45,2.10,227
1149,2,57.60,446
1149,34,86.68,491
1152,37,76.56,297
1154,37,30.57,334
1156,14,3.29,412
1157,39,100.80,261
1161,1,5.26,328
1162,5,32.97,6
1162,14,40.05,142
1162,47,16.37,212
1163,22,37.79,329
1164,19,64.99,481
1168,1,1.84,324
1169,40,18.58,41
1170,33,19.74,385
1171,9,48.43,477
1171,10,86.59,34
1171,18,8.73,68
1171,37,8.56,191
1177,26,48.61,246
1177,48,90.81,18
1180,25,63.99,315
1180,28,64.26,476
1181,12,14.72,385
1181,14,3.69,371
1181,18,9.85,494
1183,32,44.66,52
1184,1,77.84,372
1184,28,72.85,116
1185,3,40.11,364
1186,9,73.76,10
1188,34,26.14,281
1188,42,35.08,62
1188,43,37.61,387
1189,40,51.11,93
1190,48,90.54,316
1192,26,26.97,100
1192,43,69.80,112
1194,39,23.76,89
1196,15,57.99,43
1196,16,79.05,446
1197,49,83.21,160
1198,19,89.63,307
1198,20,30.69,211
1198,29,98.43,186
1199,27,87.27,243
1200,45,20.45,175
1200,49,21.44,4
1201,9,84.07,266
1202,18,3.87,463
1204,34,42.51,454
1206,15,36.90,410
1206,32,56.20,140
1208,4,71.78,202
1209,12,76.92,175
1209,50,68.41,125
1210,46,16.11,419
1212,37,56.90,29
1214,2,94.96,135
1214,19,78.46,432
1217,21,61.22,295
1221,19,18.90,395
1221,46,78.67,399
1222,32,4.24,498
1222,38,42.16,102
1222,44,76.31,120
1223,26,32.40,25
1224,48,96.59,404
1226,5,92.56,310
1227,21,3.53,494
1228,41,56.94,391
1229,21,97.10,106
1229,26,96.81,119
1229,40,11.03,86
1232,30,18.79,110
1235,5,38.30,43
1235,20,81.04,155
1236,48,54.80,213
1238,11,64.06,275
1238,50,46.12,79
1240,20,73.62,107
1240,29,50.37,458
1240,45,97.17,371
1241,8,99.12,448
1244,3,27.45,272
1245,11,22.75,467
1245,13,19.73,439
1245,15,69.89,429
1245,17,98.29,375
1246,5,1.18,246
1246,32,69.42,60
1249,24,35.81,471
1249,31,57.28,391
1249,48,70.16,483
1250,18,93.57,75
1250,32,4.60,325
1251,41,13.23,362
1253,24,61.35,207
1254,33,43.80,131
1254,44,77.05,484
1255,9,69.48,445
1256,4,46.53,457
1257,42,7.47,284
1261,45,16.12,444
1263,40,43.13,218
1265,40,43.32,27
1267,8,96.57,396
1271,11,90.54,366
1274,26,33.25,441
1278,26,91.32,192
1280,50,99.13,108
1283,26,28.15,321
1283,49,17.16,0
1284,18,9.48,459
1285,14,93.76,14
1285,37,53.37,202
1289,46,79.79,289
1292,48,85.55,241
1295,37,62.24,312
1297,16,57.51,33
1298,50,93.48,62
1299,27,16.26,95
1300,35,15.26,360
1302,30,11.68,306
1303,35,46.71,168
1304,12,35.77,117
1305,16,27.29,211
1305,26,2.35,376
1305,30,87.58,356
1306,33,43.14,239
1307,29,91.88,346
1310,2,86.21,181
1311,12,56.07,204
1312,4,78.75,171
1313,5,87.90,31
1314,1,56.08,485
1317,36,85.77,433
1318,14,37.65,426
1318,23,53.55,366
1319,8,29.67,270
1319,13,45.78,290
1320,21,63.69,340
1320,48,77.73,135
1321,48,19.73,299
1322,7,60.68,306
1323,28,95.28,103
1324,8,84.20,78
1325,24,13.47,454
1326,16,95.46,437
1326,25,34.39,487
1329,12,10.09,197
1330,14,9.21,417
1330,27,62.51,363
1332,3,100.95,45
1332,20,53.27,303
1333,19,51.59,37
1334,13,48.84,59
1334,34,95.58,445
1336,18,100.77,96
1337,13,100.13,137
1339,50,12.14,66
1340,46,56.95,420
1342,20,11.96,79
1342,28,62.61,293
1342,40,91.56,297
1343,42,36.44,495
1344,8,40.70,242
1345,12,55.51,141
1346,49,86.11,381
1348,5,61.86,384
1348,45,92.07,390
1349,15,85.63,51
1349,16,77.24,356
1349,31,43.92,178
1352,26,50.37,312
1353,18,77.67,38
1353,20,58.17,298
1353,35,29.55,102
1354,23,80.88,110
1355,21,24.12,400
1356,2,79.90,49
1357,34,70.11,433
1358,46,50.81,73
1359,37,19.33,460
1361,31,19.33,359
1361,35,23.65,222
1363,15,47.34,235
1364,35,96.88,91
1364,36,28.95,199
1366,34,52.28,203
1367,4,56.57,386
1370,48,47.43,406
1372,48,7.56,226
1373,40,80.62,173
1374,9,61.00,462
1374,15,9.38,278
1374,21,77.95,261
1374,36,8.30,240
1374,37,24.70,391
1375,15,1.65,71
1375,40,64.99,123
1377,22,14.20,418
1378,29,87.47,429
1380,24,11.46,463
1381,31,26.51,188
1381,37,40.78,484
1382,5,86.90,345
1383,24,43.13,465
1387,47,32.74,110
1389,50,11.63,174
1390,45,45.30,433
1391,14,7.16,468
1391,35,7.95,306
1391,37,57.52,284
1392,43,91.47,280
1394,29,23.27,446
1394,39,83.86,489
1394,45,39.66,461
1396,3,53.56,353
1397,40,66.40,452
1398,43,85.04,484
1399,17,100.03,377
1399,39,25.64,66
1399,44,1.75,302
1400,26,31.52,24
1402,26,88.47,432
1403,11,84.43,58
1403,27,45.58,8
1403,49,10.86,295
1404,10,95.44,424
1404,19,62.75,89
1406,22,41.20,237
1409,3,52.41,273
1410,11,24.78,472
1410,13,22.95,329
1412,15,14.42,282
1415,26,48.30,102
1417,25,24.14,380
1418,7,25.33,338
1418,19,95.95,254
1419,7,2.00,292
1421,46,57.18,145
1422,9,85.15,478
1422,41,4.61,162
1423,29,3.19,203
1424,6,14.77,454
1424,40,57.74,155
1427,19,91.33,313
1427,30,89.48,355
1428,15,8.50,13
1428,27,62.82,90
1428,29,14.16,119
1428,31,43.22,472
1429,5,98.43,240
1429,19,14.76,276
1432,8,57.96,174
1433,23,6.41,13
1437,9,47.71,306
1438,22,61.73,464
1438,25,32.70,411
