23,Coca-Cola Zero,Coca-Cola,1,84.21,32,2024-10-27,3.368,0.509,29-2EFB4BA5ACC2,Description for product 23,Contains Allergen3,true,true,2024-10-05 14:54:04.950,2024-10-05 14:54:04.950
24,Lays Potato Chips,Lays,7,73.68,376,2025-01-05,3.707,9.924,7A-8E56C2EC921F,Description for product 24,Contains Allergen4,true,true,2024-10-05 14:54:04.950,2024-10-05 14:54:04.950
25,Act II Microwave Popcorn,Act,7,77.34,874,2025-05-08,0.904,7.688,44-57B4557B7DE4,Description for product 25,Contains Allergen5,true,true,2024-10-05 14:54:04.953,2024-10-05 14:54:04.953
26,Nestlé Whole Milk,Nestlé,2,37.49,64,2025-07-01,4.683,5.948,C7-E8AC2F8527FC,Description for product 26,Contains Allergen6,true,true,2024-10-05 14:54:04.953,2024-10-05 14:54:04.953
27,Nestlé Whole Milk,Nestlé,2,3.99,202,2025-02-25,0.820,4.466,92-612510EF59E9,Description for product 27,Contains Allergen7,true,true,2024-10-05 14:54:04.957,2024-10-05 14:54:04.957
28,Pampers Diapers,Pampers,8,45.05,950,2025-05-22,3.589,4.283,88-B45DF854A9FB,Description for product 28,Contains Allergen8,true,true,2024-10-05 14:54:04.960,2024-10-05 14:54:04.960
29,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,35.62,988,2025-03-16,3.456,2.991,CC-EB9D9E147501,Description for product 29,Contains Allergen9,true,true,2024-10-05 14:54:04.963,2024-10-05 14:54:04.963
30,Ariel Detergent,Ariel,9,31.98,960,2025-01-05,1.567,7.901,2D-DE2A6121884C,Description for product 30,Contains Allergen0,true,true,2024-10-05 14:54:04.967,2024-10-05 14:54:04.967
31,Gala Apples,Gala,5,6.66,149,2024-10-31,1.274,4.276,9B-DC7503653B60,Description for product 31,Contains Allergen1,true,true,2024-10-05 14:54:04.967,2024-10-05 14:54:04.967
32,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,2.06,23,2024-12-16,0.698,3.045,3F-914729A688A8,Description for product 32,Contains Allergen2,true,true,2024-10-05 14:54:04.970,2024-10-05 14:54:04.970
33,Lays Potato Chips,Lays,7,55.27,265,2025-03-02,3.458,4.042,9B-69296E46DF75,Description for product 33,Contains Allergen3,true,true,2024-10-05 14:54:04.970,2024-10-05 14:54:04.970
34,Angus Beef Steak,Angus,4,14.96,473,2025-08-08,0.458,9.514,BE-9D7210345E07,Description for product 34,Contains Allergen4,true,true,2024-10-05 14:54:04.973,2024-10-05 14:54:04.973
35,Bimbo Whole Wheat Bread,Bimbo,3,62.41,635,2024-11-06,2.838,1.473,6A-FD8E998A8E65,Description for product 35,Contains Allergen5,true,true,2024-10-05 14:54:04.973,2024-10-05 14:54:04.973
36,Angus Beef Steak,Angus,4,73.73,236,2025-03-24,3.022,5.504,64-AB8C042C366D,Description for product 36,Contains Allergen6,true,true,2024-10-05 14:54:04.973,2024-10-05 14:54:04.973
37,Dove Shampoo,Dove,10,39.50,512,2025-02-01,4.264,9.508,0F-A21902BE43E6,Description for product 37,Contains Allergen7,true,true,2024-10-05 14:54:04.977,2024-10-05 14:54:04.977
38,Lays Potato Chips,Lays,7,83.38,142,2024-10-11,2.894,6.313,92-BDB3005D98FE,Description for product 38,Contains Allergen8,true,true,2024-10-05 14:54:04.977,2024-10-05 14:54:04.977
39,Nestlé Whole Milk,Nestlé,2,43.44,671,2024-11-13,2.175,3.542,0B-B848768CED66,Description for product 39,Contains Allergen9,true,true,2024-10-05 14:54:04.980,2024-10-05 14:54:04.980
40,Dove Shampoo,Dove,10,40.30,266,2025-08-11,3.795,0.200,8C-6DB7F54B2408,Description for product 40,Contains Allergen0,true,true,2024-10-05 14:54:04.980,2024-10-05 14:54:04.980
41,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,26.87,527,2024-11-02,4.733,8.450,C5-1637140EF46B,Description for product 41,Contains Allergen1,true,true,2024-10-05 14:54:04.983,2024-10-05 14:54:04.983
42,Nestlé Whole Milk,Nestlé,2,98.21,70,2025-04-06,4.042,7.427,08-4088A09300AC,Description for product 42,Contains Allergen2,true,true,2024-10-05 14:54:04.983,2024-10-05 14:54:04.983
43,Gerber Fruit Puree,Gerber,8,63.40,475,2024-10-25,1.194,6.930,1F-C44F33CD744B,Description for product 43,Contains Allergen3,true,true,2024-10-05 14:54:04.987,2024-10-05 14:54:04.987
44,Lays Potato Chips,Lays,7,58.89,224,2025-04-11,1.386,8.916,DF-7A9C7A39595F,Description for product 44,Contains Allergen4,true,true,2024-10-05 14:54:04.987,2024-10-05 14:54:04.987
45,Pampers Diapers,Pampers,8,31.40,745,2025-06-17,1.856,8.396,1C-804D4F5B92D5,Description for product 45,Contains Allergen5,true,true,2024-10-05 14:54:04.990,2024-10-05 14:54:04.990
46,Gala Apples,Gala,5,31.84,954,2025-06-23,0.449,2.702,00-BF3CECBF2EE5,Description for product 46,Contains Allergen6,true,true,2024-10-05 14:54:04.990,2024-10-05 14:54:04.990
47,Nestlé Whole Milk,Nestlé,2,69.80,776,2025-09-19,3.715,6.532,24-41D9A6CCD0A7,Description for product 47,Contains Allergen7,true,true,2024-10-05 14:54:04.990,2024-10-05 14:54:04.990
48,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,7.20,441,2025-07-16,4.404,2.119,D8-3BF92FEAB99C,Description for product 48,Contains Allergen8,true,true,2024-10-05 14:54:04.990,2024-10-05 14:54:04.990
49,Coca-Cola Zero,Coca-Cola,1,15.13,363,2024-12-17,3.702,0.456,6A-5F718B98136E,Description for product 49,Contains Allergen9,true,true,2024-10-05 14:54:04.993,2024-10-05 14:54:04.993
50,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,47.66,664,2025-09-03,3.355,3.166,BE-35FD41F42997,Description for product 50,Contains Allergen0,true,true,2024-10-05 14:54:04.993,2024-10-05 14:54:04.993
51,Dove Shampoo,Dove,10,76.55,957,2025-06-12,2.439,5.244,36-DC60C6F4E843,Description for product 51,Contains Allergen1,true,true,2024-10-05 14:54:04.993,2024-10-05 14:54:04.993
52,Gala Apples,Gala,5,24.38,324,2025-09-29,1.248,6.603,8B-25040FA05FCF,Description for product 52,Contains Allergen2,true,true,2024-10-05 14:54:04.997,2024-10-05 14:54:04.997
53,Pampers Diapers,Pampers,8,55.33,242,2025-02-15,0.534,3.360,66-C2A5B6B10BB6,Description for product 53,Contains Allergen3,true,true,2024-10-05 14:54:04.997,2024-10-05 14:54:04.997
54,Angus Beef Steak,Angus,4,30.10,301,2024-11-14,2.803,9.616,AF-4751393A26F5,Description for product 54,Contains Allergen4,true,true,2024-10-05 14:54:05.000,2024-10-05 14:54:05.000
55,Ariel Detergent,Ariel,9,50.44,255,2025-08-03,1.177,0.579,D3-A7AF8EF80A2D,Description for product 55,Contains Allergen5,true,true,2024-10-05 14:54:05.000,2024-10-05 14:54:05.000
56,Angus Beef Steak,Angus,4,61.28,498,2025-06-13,4.849,6.966,DA-7FA1F2C6CCDE,Description for product 56,Contains Allergen6,true,true,2024-10-05 14:54:05.000,2024-10-05 14:54:05.000
57,Nestlé Whole Milk,Nestlé,2,100.69,113,2025-09-01,3.022,5.150,A5-8C18A5BD3BD9,Description for product 57,Contains Allergen7,true,true,2024-10-05 14:54:05.000,2024-10-05 14:54:05.000
58,Dove Shampoo,Dove,10,42.03,791,2025-06-16,1.643,0.185,A4-CB28F6322505,Description for product 58,Contains Allergen8,true,true,2024-10-05 14:54:05.000,2024-10-05 14:54:05.000
59,Angus Beef Steak,Angus,4,20.81,979,2025-04-17,0.971,0.812,A5-866318037B0D,Description for product 59,Contains Allergen9,true,true,2024-10-05 14:54:05.003,2024-10-05 14:54:05.003
60,Coca-Cola Zero,Coca-Cola,1,84.31,456,2024-11-05,0.111,5.538,46-450D91D3428D,Description for product 60,Contains Allergen0,true,true,2024-10-05 14:54:05.003,2024-10-05 14:54:05.003
61,Bimbo Whole Wheat Bread,Bimbo,3,19.56,252,2025-01-25,2.531,0.382,D8-061C20112B4B,Description for product 61,Contains Allergen1,true,true,2024-10-05 14:54:05.003,2024-10-05 14:54:05.003
62,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,62.95,357,2025-05-28,2.540,8.046,6C-AA5CD00BBAA3,Description for product 62,Contains Allergen2,true,true,2024-10-05 14:54:05.007,2024-10-05 14:54:05.007
63,Lays Potato Chips,Lays,7,58.23,522,2025-07-13,1.396,4.610,D2-FF5A6FAE9925,Description for product 63,Contains Allergen3,true,true,2024-10-05 14:54:05.007,2024-10-05 14:54:05.007
64,Lays Potato Chips,Lays,7,72.85,781,2025-09-26,1.637,0.494,2E-2AF1C5548A97,Description for product 64,Contains Allergen4,true,true,2024-10-05 14:54:05.010,2024-10-05 14:54:05.010
65,Pampers Diapers,Pampers,8,36.93,299,2025-02-13,3.043,9.696,81-F8DBCBEA339D,Description for product 65,Contains Allergen5,true,true,2024-10-05 14:54:05.010,2024-10-05 14:54:05.010
66,Angus Beef Steak,Angus,4,6.25,603,2025-04-01,0.574,2.576,F4-20F8632552D1,Description for product 66,Contains Allergen6,true,true,2024-10-05 14:54:05.010,2024-10-05 14:54:05.010
67,Angus Beef Steak,Angus,4,81.51,362,2025-03-18,3.881,7.138,B5-28ED25D9EB4E,Description for product 67,Contains Allergen7,true,true,2024-10-05 14:54:05.010,2024-10-05 14:54:05.010
68,Angus Beef Steak,Angus,4,91.55,706,2025-03-19,1.393,1.054,FB-22ED6C29363C,Description for product 68,Contains Allergen8,true,true,2024-10-05 14:54:05.010,2024-10-05 14:54:05.010
69,Gala Apples,Gala,5,84.18,785,2025-09-14,4.689,6.878,01-94513DB05359,Description for product 69,Contains Allergen9,true,true,2024-10-05 14:54:05.013,2024-10-05 14:54:05.013
70,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,23.72,15,2025-07-11,3.585,1.105,88-88D230CC3B09,Description for product 70,Contains Allergen0,true,true,2024-10-05 14:54:05.013,2024-10-05 14:54:05.013
71,Lays Potato Chips,Lays,7,29.98,662,2025-09-04,1.654,5.612,D0-DCCCD8F67AB4,Description for product 71,Contains Allergen1,true,true,2024-10-05 14:54:05.013,2024-10-05 14:54:05.013
72,Lays Potato Chips,Lays,7,88.79,175,2024-12-02,2.317,2.967,8A-3542366F2834,Description for product 72,Contains Allergen2,true,true,2024-10-05 14:54:05.017,2024-10-05 14:54:05.017
73,Lays Potato Chips,Lays,7,99.77,127,2024-10-30,4.168,8.502,A8-6CE52547F2D2,Description for product 73,Contains Allergen3,true,true,2024-10-05 14:54:05.017,2024-10-05 14:54:05.017
74,Bimbo Whole Wheat Bread,Bimbo,3,37.99,156,2024-12-12,0.262,4.225,B1-9F9D7F7EFB57,Description for product 74,Contains Allergen4,true,true,2024-10-05 14:54:05.017,2024-10-05 14:54:05.017
75,Ariel Detergent,Ariel,9,72.08,556,2025-09-21,3.573,5.638,E4-44D728A95FE6,Description for product 75,Contains Allergen5,true,true,2024-10-05 14:54:05.020,2024-10-05 14:54:05.020
76,Nestum Baby Cereal,Nestum,8,53.15,326,2025-05-13,2.987,6.909,F6-00D209944654,Description for product 76,Contains Allergen6,true,true,2024-10-05 14:54:05.020,2024-10-05 14:54:05.020
77,Ariel Detergent,Ariel,9,34.58,524,2025-01-04,1.502,9.468,F8-DFBFB160BFE3,Description for product 77,Contains Allergen7,true,true,2024-10-05 14:54:05.020,2024-10-05 14:54:05.020
78,Gala Apples,Gala,5,29.31,621,2025-01-03,4.943,5.949,23-E7B6DC0FD809,Description for product 78,Contains Allergen8,true,true,2024-10-05 14:54:05.020,2024-10-05 14:54:05.020
79,Pampers Diapers,Pampers,8,47.08,22,2025-08-13,2.151,3.814,E4-200E997D90B3,Description for product 79,Contains Allergen9,true,true,2024-10-05 14:54:05.023,2024-10-05 14:54:05.023
80,Coca-Cola Zero,Coca-Cola,1,10.01,285,2025-01-04,0.474,9.400,84-28048F3E74E3,Description for product 80,Contains Allergen0,true,true,2024-10-05 14:54:05.023,2024-10-05 14:54:05.023
81,Bimbo Whole Wheat Bread,Bimbo,3,54.45,297,2025-02-04,2.964,5.353,FF-AF6695F575EE,Description for product 81,Contains Allergen1,true,true,2024-10-05 14:54:05.023,2024-10-05 14:54:05.023
82,Gala Apples,Gala,5,90.77,193,2025-06-21,4.146,7.977,AA-3F4EA918D9A5,Description for product 82,Contains Allergen2,true,true,2024-10-05 14:54:05.023,2024-10-05 14:54:05.023
83,Downy Fabric Softener,Downy,9,95.72,897,2025-09-18,2.343,6.797,3E-9928CD21E336,Description for product 83,Contains Allergen3,true,true,2024-10-05 14:54:05.027,2024-10-05 14:54:05.027
84,Ariel Detergent,Ariel,9,50.05,416,2025-01-14,2.630,4.307,38-41A5CEE7B10A,Description for product 84,Contains Allergen4,true,true,2024-10-05 14:54:05.027,2024-10-05 14:54:05.027
85,Lays Potato Chips,Lays,7,86.61,619,2024-11-01,0.779,9.562,44-D8505672DB44,Description for product 85,Contains Allergen5,true,true,2024-10-05 14:54:05.030,2024-10-05 14:54:05.030
86,Pampers Diapers,Pampers,8,6.94,601,2025-05-17,2.058,3.765,A8-AF8377B354E7,Description for product 86,Contains Allergen6,true,true,2024-10-05 14:54:05.030,2024-10-05 14:54:05.030
87,Gala Apples,Gala,5,26.24,581,2024-11-24,2.830,9.879,96-C03938759D75,Description for product 87,Contains Allergen7,true,true,2024-10-05 14:54:05.030,2024-10-05 14:54:05.030
88,Dove Shampoo,Dove,10,14.79,85,2024-12-09,3.119,2.527,A0-879197C3F4C5,Description for product 88,Contains Allergen8,true,true,2024-10-05 14:54:05.030,2024-10-05 14:54:05.030
89,Pampers Diapers,Pampers,8,61.17,433,2025-07-22,3.484,7.001,C2-E05FE5DA4DB2,Description for product 89,Contains Allergen9,true,true,2024-10-05 14:54:05.033,2024-10-05 14:54:05.033
90,Coca-Cola Zero,Coca-Cola,1,59.89,57,2025-04-20,4.334,5.963,BD-BC3F36C40878,Description for product 90,Contains Allergen0,true,true,2024-10-05 14:54:05.033,2024-10-05 14:54:05.033
91,Lays Potato Chips,Lays,7,42.80,740,2025-09-11,4.658,6.814,3C-3F283BD8B039,Description for product 91,Contains Allergen1,true,true,2024-10-05 14:54:05.033,2024-10-05 14:54:05.033
92,Pampers Diapers,Pampers,8,9.78,629,2025-04-05,2.215,9.463,7C-DA51015F635C,Description for product 92,Contains Allergen2,true,true,2024-10-05 14:54:05.037,2024-10-05 14:54:05.037
93,Lays Potato Chips,Lays,7,12.48,658,2025-04-28,1.025,7.306,28-BE94EB591CCB,Description for product 93,Contains Allergen3,true,true,2024-10-05 14:54:05.037,2024-10-05 14:54:05.037
94,Coca-Cola Zero,Coca-Cola,1,28.95,171,2025-06-08,0.960,0.936,08-42E13E03C7B0,Description for product 94,Contains Allergen4,true,true,2024-10-05 14:54:05.040,2024-10-05 14:54:05.040
95,Angus Beef Steak,Angus,4,34.18,632,2025-05-12,1.696,5.102,D1-9D7BB801901F,Description for product 95,Contains Allergen5,true,true,2024-10-05 14:54:05.040,2024-10-05 14:54:05.040
96,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,41.38,170,2025-01-23,0.235,2.212,B9-460D2DAF49D6,Description for product 96,Contains Allergen6,true,true,2024-10-05 14:54:05.040,2024-10-05 14:54:05.040
97,Bimbo Whole Wheat Bread,Bimbo,3,19.37,556,2024-10-24,5.089,8.978,5D-4579EB67D364,Description for product 97,Contains Allergen7,true,true,2024-10-05 14:54:05.043,2024-10-05 14:54:05.043
98,Nestlé Whole Milk,Nestlé,2,24.38,72,2025-10-03,2.196,8.089,1D-7220743F98AC,Description for product 98,Contains Allergen8,true,true,2024-10-05 14:54:05.043,2024-10-05 14:54:05.043
99,Lays Potato Chips,Lays,7,29.48,625,2024-12-31,3.274,3.938,44-FF8442A37CCA,Description for product 99,Contains Allergen9,true,true,2024-10-05 14:54:05.043,2024-10-05 14:54:05.043
100,Angus Beef Steak,Angus,4,75.67,901,2025-01-04,1.327,2.803,A5-1B9F140B04A8,Description for product 100,Contains Allergen0,true,true,2024-10-05 14:54:05.047,2024-10-05 14:54:05.047
101,Angus Beef Steak,Angus,4,87.79,359,2025-05-14,5.097,8.201,8D-A7D9EE99F808,Description for product 101,Contains Allergen1,true,true,2024-10-05 14:54:05.047,2024-10-05 14:54:05.047
102,Ariel Detergent,Ariel,9,16.33,921,2025-05-05,1.706,8.712,A7-382FB30C35C8,Description for product 102,Contains Allergen2,true,true,2024-10-05 14:54:05.050,2024-10-05 14:54:05.050
103,Pampers Diapers,Pampers,8,24.36,350,2024-11-12,3.730,6.630,A2-C8FE3B19218A,Description for product 103,Contains Allergen3,true,true,2024-10-05 14:54:05.050,2024-10-05 14:54:05.050
104,Bimbo Whole Wheat Bread,Bimbo,3,32.27,112,2025-03-01,2.076,8.411,F5-442585149196,Description for product 104,Contains Allergen4,true,true,2024-10-05 14:54:05.053,2024-10-05 14:54:05.053
105,Angus Beef Steak,Angus,4,6.00,313,2025-07-31,2.182,7.192,8E-0B721C96A94F,Description for product 105,Contains Allergen5,true,true,2024-10-05 14:54:05.057,2024-10-05 14:54:05.057
106,Pampers Diapers,Pampers,8,62.35,328,2025-04-01,1.911,3.867,C1-0FA8BF39C302,Description for product 106,Contains Allergen6,true,true,2024-10-05 14:54:05.057,2024-10-05 14:54:05.057
107,Angus Beef Steak,Angus,4,6.90,137,2025-04-15,4.611,3.349,87-6DAA716C4D4E,Description for product 107,Contains Allergen7,true,true,2024-10-05 14:54:05.060,2024-10-05 14:54:05.060
108,Angus Beef Steak,Angus,4,84.29,990,2025-05-04,2.066,4.527,16-BED812DE11E6,Description for product 108,Contains Allergen8,true,true,2024-10-05 14:54:05.060,2024-10-05 14:54:05.060
109,Ariel Detergent,Ariel,9,88.25,930,2025-06-23,3.674,8.496,2D-4C36ADA2DD96,Description for product 109,Contains Allergen9,true,true,2024-10-05 14:54:05.060,2024-10-05 14:54:05.060
110,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,43.61,148,2024-12-08,1.192,5.932,59-6054DF802272,Description for product 110,Contains Allergen0,true,true,2024-10-05 14:54:05.063,2024-10-05 14:54:05.063
111,Angus Beef Steak,Angus,4,51.04,942,2024-11-04,2.121,3.030,FC-9E4AE64C775B,Description for product 111,Contains Allergen1,true,true,2024-10-05 14:54:05.063,2024-10-05 14:54:05.063
112,Coca-Cola Zero,Coca-Cola,1,38.43,21,2025-01-14,3.037,7.611,CF-1B7BBB1A0A7D,Description for product 112,Contains Allergen2,true,true,2024-10-05 14:54:05.067,2024-10-05 14:54:05.067
113,Gala Apples,Gala,5,6.09,360,2024-10-14,3.024,0.344,9B-329DC0440DB3,Description for product 113,Contains Allergen3,true,true,2024-10-05 14:54:05.067,2024-10-05 14:54:05.067
114,Lays Potato Chips,Lays,7,64.35,975,2025-06-20,2.719,9.568,8C-58ADB20BC265,Description for product 114,Contains Allergen4,true,true,2024-10-05 14:54:05.070,2024-10-05 14:54:05.070
115,Coca-Cola Zero,Coca-Cola,1,47.68,549,2024-11-03,0.460,4.866,72-CF58D0A09DEB,Description for product 115,Contains Allergen5,true,true,2024-10-05 14:54:05.070,2024-10-05 14:54:05.070
116,Gala Apples,Gala,5,8.13,695,2025-08-30,3.329,1.517,8E-CAA586236E56,Description for product 116,Contains Allergen6,true,true,2024-10-05 14:54:05.070,2024-10-05 14:54:05.070
117,Rice Crackers,Rice,7,43.78,693,2024-12-25,1.108,9.755,5C-F6CA77E2BA17,Description for product 117,Contains Allergen7,true,true,2024-10-05 14:54:05.073,2024-10-05 14:54:05.073
118,Nestlé Whole Milk,Nestlé,2,84.80,213,2025-05-05,1.789,3.621,A3-EB37EE07CFA8,Description for product 118,Contains Allergen8,true,true,2024-10-05 14:54:05.073,2024-10-05 14:54:05.073
119,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,90.27,75,2024-10-31,5.035,4.928,2E-21D4D18D9644,Description for product 119,Contains Allergen9,true,true,2024-10-05 14:54:05.077,2024-10-05 14:54:05.077
120,Nestlé Whole Milk,Nestlé,2,36.10,920,2025-07-24,2.119,6.379,D1-264371A35735,Description for product 120,Contains Allergen0,true,true,2024-10-05 14:54:05.077,2024-10-05 14:54:05.077
121,Lays Potato Chips,Lays,7,10.31,605,2025-01-24,1.084,3.837,9B-280A3F54B1EC,Description for product 121,Contains Allergen1,true,true,2024-10-05 14:54:05.080,2024-10-05 14:54:05.080
122,Gala Apples,Gala,5,8.20,538,2025-07-15,0.737,5.490,B2-F68088A3C8A2,Description for product 122,Contains Allergen2,true,true,2024-10-05 14:54:05.080,2024-10-05 14:54:05.080
123,Angus Beef Steak,Angus,4,12.41,216,2025-08-08,3.727,2.931,8A-4A619C8FBEE2,Description for product 123,Contains Allergen3,true,true,2024-10-05 14:54:05.080,2024-10-05 14:54:05.080
124,Bimbo Whole Wheat Bread,Bimbo,3,46.25,560,2025-01-30,3.221,4.696,27-9CCB37D675EA,Description for product 124,Contains Allergen4,true,true,2024-10-05 14:54:05.083,2024-10-05 14:54:05.083
125,Lays Potato Chips,Lays,7,93.12,227,2024-11-18,2.837,9.102,52-9486A59D3E4C,Description for product 125,Contains Allergen5,true,true,2024-10-05 14:54:05.083,2024-10-05 14:54:05.083
126,Bimbo Whole Wheat Bread,Bimbo,3,56.51,653,2024-10-20,2.537,0.706,3F-623BE6A188A4,Description for product 126,Contains Allergen6,true,true,2024-10-05 14:54:05.083,2024-10-05 14:54:05.083
127,Angus Beef Steak,Angus,4,29.60,534,2024-12-28,3.248,1.046,B6-0AB1BF862860,Description for product 127,Contains Allergen7,true,true,2024-10-05 14:54:05.087,2024-10-05 14:54:05.087
128,Gala Apples,Gala,5,74.65,389,2025-03-07,5.032,1.543,F3-A8495620733A,Description for product 128,Contains Allergen8,true,true,2024-10-05 14:54:05.087,2024-10-05 14:54:05.087
129,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,7.45,557,2025-09-13,2.972,8.243,63-8B1505C3B31F,Description for product 129,Contains Allergen9,true,true,2024-10-05 14:54:05.090,2024-10-05 14:54:05.090
130,Bimbo Whole Wheat Bread,Bimbo,3,61.61,798,2025-10-03,2.948,6.631,3C-20A9B174C9EA,Description for product 130,Contains Allergen0,true,true,2024-10-05 14:54:05.090,2024-10-05 14:54:05.090
131,Pampers Diapers,Pampers,8,76.04,147,2025-07-02,1.000,2.364,A4-5D64117A90CC,Description for product 131,Contains Allergen1,true,true,2024-10-05 14:54:05.090,2024-10-05 14:54:05.090
132,Bimbo Whole Wheat Bread,Bimbo,3,93.20,423,2025-05-03,5.057,3.358,5C-9DF180D38CC7,Description for product 132,Contains Allergen2,true,true,2024-10-05 14:54:05.093,2024-10-05 14:54:05.093
133,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,56.56,883,2025-02-21,1.986,1.331,87-B23ADC40A1BA,Description for product 133,Contains Allergen3,true,true,2024-10-05 14:54:05.097,2024-10-05 14:54:05.097
134,Häagen-Dazs Vanilla Ice Cream,Häagen-Dazs,6,52.66,771,2025-09-06,4.367,9.665,27-3FB20AB55856,Description for product 134,Contains Allergen4,true,true,2024-10-05 14:54:05.097,2024-10-05 14:54:05.097
